RecNum, LahmanID, Year, Team, Lg
196,jurgebi01,1937,CHI,N
197,lombaer01,1937,CIN,N
198,mancugu01,1937,NY,N
199,martipe01,1937,STL,N
200,medwijo01,1937,STL,N
201,mizejo01,1937,STL,N
202,moorege03,1937,BOS,N
203,moorejo02,1937,NY,N
204,mungova01,1937,BRO,N
205,ottme01,1937,NY,N
206,vaughar01,1937,PIT,N
207,waltebu01,1937,PHI,N
208,wanerpa01,1937,PIT,N
209,whitebu01,1937,NY,N
210,allenjo02,1938,CLE,A
211,averiea01,1938,CLE,A
212,cramedo01,1938,BOS,A
213,cronijo01,1938,BOS,A
214,dickebi01,1938,NY,A
215,dimagjo01,1938,NY,A
216,fellebo01,1938,CLE,A
217,ferreri01,1938,WAS,A
218,foxxji01,1938,BOS,A
219,gehrich01,1938,DET,A
220,gehrilo01,1938,NY,A
221,gomezle01,1938,NY,A
222,greenha01,1938,DET,A
223,grovele01,1938,BOS,A
224,johnsbo01,1938,PHI,A
225,kenneve01,1938,DET,A
226,kreevmi01,1938,CHI,A
227,lewisbu01,1938,WAS,A
228,murphjo04,1938,NY,A
229,newsobo01,1938,STL,A
230,rolfere01,1938,NY,A
231,ruffire01,1938,NY,A
232,travice01,1938,WAS,A
233,yorkru01,1938,DET,A
234,brownma01,1938,PIT,N
235,cuccito01,1938,BOS,N
236,danniha01,1938,NY,N
237,derripa01,1938,CIN,N
238,durocle01,1938,BRO,N
239,goodmiv01,1938,CIN,N
240,hackst01,1938,CHI,N
241,hartnga01,1938,CHI,N
242,hermabi01,1938,CHI,N
243,hubbeca01,1938,NY,N
244,lavagco01,1938,BRO,N
245,leebi02,1938,CHI,N
246,leibeha01,1938,NY,N
247,lombaer01,1938,CIN,N
248,martihe01,1938,PHI,N
249,mccorfr01,1938,CIN,N
250,medwijo01,1938,STL,N
251,moorejo02,1938,NY,N
252,ottme01,1938,NY,N
253,phelpba01,1938,BRO,N
254,turneji01,1938,BOS,N
255,vandejo01,1938,CIN,N
256,vaughar01,1938,PIT,N
257,wanerll01,1938,PIT,N
258,applilu01,1939,CHI,A
259,bridgto01,1939,DET,A
260,casege01,1939,WAS,A
261,cramedo01,1939,BOS,A
262,cronijo01,1939,BOS,A
263,crosefr01,1939,NY,A
264,dickebi01,1939,NY,A
265,dimagjo01,1939,NY,A
266,fellebo01,1939,CLE,A
267,foxxji01,1939,BOS,A
268,gehrilo01,1939,NY,A
269,gomezle01,1939,NY,A
270,gordojo01,1939,NY,A
271,greenha01,1939,DET,A
272,grovele01,1939,BOS,A
273,hayesfr01,1939,PHI,A
274,hemslro01,1939,CLE,A
275,hoagmy01,1939,STL,A
276,johnsbo01,1939,PHI,A
277,lyonste01,1939,CHI,A
278,mcquige02,1939,STL,A
279,murphjo04,1939,NY,A
280,newsobo01,1939,DET,A
281,rolfere01,1939,NY,A
282,ruffire01,1939,NY,A
283,selkige01,1939,NY,A
284,arnovmo01,1939,PHI,N
285,camildo01,1939,BRO,N
286,danniha01,1939,NY,N
287,daviscu01,1939,STL,N
288,derripa01,1939,CIN,N
289,fettelo01,1939,BOS,N
290,freylo01,1939,CIN,N
291,goodmiv01,1939,CIN,N
292,hackst01,1939,CHI,N
293,hermabi01,1939,CHI,N
294,jurgebi01,1939,NY,N
295,lavagco01,1939,BRO,N
296,leebi02,1939,CHI,N
297,lombaer01,1939,CIN,N
298,mccorfr01,1939,CIN,N
299,medwijo01,1939,STL,N
300,mizejo01,1939,STL,N
301,moorete01,1939,STL,N
302,ottme01,1939,NY,N
303,phelpba01,1939,BRO,N
304,vandejo01,1939,CIN,N
305,vaughar01,1939,PIT,N
306,waltebu01,1939,CIN,N
307,warnelo01,1939,STL,N
308,wyattwh01,1939,BRO,N
309,applilu01,1940,CHI,A
310,boudrlo01,1940,CLE,A
311,bridgto01,1940,DET,A
312,cramedo01,1940,BOS,A
313,dickebi01,1940,NY,A
314,dimagjo01,1940,NY,A
315,fellebo01,1940,CLE,A
316,finnelo01,1940,BOS,A
317,foxxji01,1940,BOS,A
318,gordojo01,1940,NY,A
319,greenha01,1940,DET,A
320,hayesfr01,1940,PHI,A
321,hemslro01,1940,CLE,A
322,johnsbo01,1940,PHI,A
323,kellech01,1940,NY,A
324,keltnke01,1940,CLE,A
325,leonadu02,1940,WAS,A
326,mackra01,1940,CLE,A
327,mcquige02,1940,STL,A
328,milnaal01,1940,CLE,A
329,newsobo01,1940,DET,A
330,pearsmo01,1940,NY,A
331,rolfere01,1940,NY,A
332,ruffire01,1940,NY,A
333,travice01,1940,WAS,A
334,willite01,1940,BOS,A
335,coscape01,1940,BRO,N
336,danniha01,1940,NY,N
337,derripa01,1940,CIN,N
338,durocle01,1940,BRO,N
339,frencla01,1940,CHI,N
340,hermabi01,1940,CHI,N
341,higbeki01,1940,PHI,N
342,hubbeca01,1940,NY,N
343,jurgebi01,1940,NY,N
344,lavagco01,1940,BRO,N
345,leibeha01,1940,CHI,N
346,lombaer01,1940,CIN,N
347,maypi01,1940,PHI,N
348,mccorfr01,1940,CIN,N
349,medwijo01,1940,BRO,N
350,milleed03,1940,BOS,N
351,mizejo01,1940,STL,N
352,moorejo02,1940,NY,N
353,moorete01,1940,STL,N
354,mulcahu01,1940,PHI,N
355,nichobi01,1940,CHI,N
356,ottme01,1940,NY,N
357,phelpba01,1940,BRO,N
358,vaughar01,1940,PIT,N
359,waltebu01,1940,CIN,N
360,westma02,1940,BOS,N
361,wyattwh01,1940,BRO,N
362,applilu01,1941,CHI,A
363,bentoal01,1941,DET,A
364,boudrlo01,1941,CLE,A
365,cronijo01,1941,BOS,A
366,cullero01,1941,STL,A
367,dickebi01,1941,NY,A
368,dimagdo01,1941,BOS,A
369,dimagjo01,1941,NY,A
370,doerrbo01,1941,BOS,A
371,fellebo01,1941,CLE,A
372,foxxji01,1941,BOS,A
373,gordojo01,1941,NY,A
374,hayesfr01,1941,PHI,A
375,heathje01,1941,CLE,A
376,hudsosi01,1941,WAS,A
377,kellech01,1941,NY,A
378,keltnke01,1941,CLE,A
379,leeth01,1941,CHI,A
380,ruffire01,1941,NY,A
381,russoma01,1941,NY,A
382,smithed04,1941,CHI,A
383,tebbebi01,1941,DET,A
384,travice01,1941,WAS,A
385,willite01,1941,BOS,A
386,yorkru01,1941,DET,A
387,blantcy01,1941,PHI,N
388,camildo01,1941,BRO,N
389,danniha01,1941,NY,N
390,derripa01,1941,CIN,N
391,elliobo01,1941,PIT,N
392,freylo01,1941,CIN,N
393,hackst01,1941,CHI,N
394,hermabi01,1941,BRO,N
395,hubbeca01,1941,NY,N
396,lavagco01,1941,BRO,N
397,leibeha01,1941,CHI,N
398,lopezal01,1941,PIT,N
399,mccorfr01,1941,CIN,N
400,medwijo01,1941,BRO,N
401,milleed03,1941,BOS,N
402,mizejo01,1941,STL,N
403,moorete01,1941,STL,N
404,nichobi01,1941,CHI,N
405,ottme01,1941,NY,N
406,owenmi01,1941,BRO,N
407,passecl01,1941,CHI,N
408,reisepe01,1941,BRO,N
409,slaugen01,1941,STL,N
410,vaughar01,1941,PIT,N
411,waltebu01,1941,CIN,N
412,warnelo01,1941,STL,N
413,wyattwh01,1941,BRO,N
414,bagbyji02,1942,CLE,A
415,bentoal01,1942,DET,A
416,bonhati01,1942,NY,A
417,boudrlo01,1942,CLE,A
418,chandsp01,1942,NY,A
419,dickebi01,1942,NY,A
420,dimagdo01,1942,BOS,A
421,dimagjo01,1942,NY,A
422,doerrbo01,1942,BOS,A
423,gordojo01,1942,NY,A
424,henrito01,1942,NY,A
425,hudsosi01,1942,WAS,A
426,hughste01,1942,BOS,A
427,johnsbo01,1942,PHI,A
428,keltnke01,1942,CLE,A
429,mcquige02,1942,STL,A
430,newhoha01,1942,DET,A
431,rizzuph01,1942,NY,A
432,rosarbu01,1942,NY,A
433,ruffire01,1942,NY,A
434,smithed04,1942,CHI,A
435,spencst01,1942,WAS,A
436,tebbebi01,1942,DET,A
437,wagneha01,1942,PHI,A
438,willite01,1942,BOS,A
439,yorkru01,1942,DET,A
440,brownji03,1942,STL,N
441,coopemo01,1942,STL,N
442,coopewa01,1942,STL,N
443,derripa01,1942,CIN,N
444,elliobo01,1942,PIT,N
445,hermabi01,1942,BRO,N
446,hubbeca01,1942,NY,N
447,litwhda01,1942,PHI,N
448,lombaer01,1942,BOS,N
449,marshwi01,1942,NY,N
450,mccorfr01,1942,CIN,N
451,medwijo01,1942,BRO,N
452,meltocl01,1942,NY,N
453,milleed03,1942,BOS,N
454,mizejo01,1942,NY,N
455,moorete01,1942,STL,N
456,ottme01,1942,NY,N
457,owenmi01,1942,BRO,N
458,passecl01,1942,CHI,N
459,reesepe01,1942,BRO,N
460,reisepe01,1942,BRO,N
461,slaugen01,1942,STL,N
462,starrra01,1942,CIN,N
463,vandejo01,1942,CIN,N
464,vaughar01,1942,BRO,N
465,waltebu01,1942,CIN,N
466,wyattwh01,1942,BRO,N
467,applilu01,1943,CHI,A
468,bagbyji02,1943,CLE,A
469,bonhati01,1943,NY,A
470,boudrlo01,1943,CLE,A
471,casege01,1943,WAS,A
472,chandsp01,1943,NY,A
473,dickebi01,1943,NY,A
474,doerrbo01,1943,BOS,A
475,earlyja01,1943,WAS,A
476,gordojo01,1943,NY,A
477,heathje01,1943,CLE,A
478,hughste01,1943,BOS,A
479,johnsbo01,1943,WAS,A
480,juddos01,1943,BOS,A
481,kellech01,1943,NY,A
482,keltnke01,1943,CLE,A
483,laabsch01,1943,STL,A
484,leonadu02,1943,WAS,A
485,lindejo01,1943,NY,A
486,newhoha01,1943,DET,A
487,rosarbu01,1943,CLE,A
488,siebedi01,1943,PHI,A
489,smithal03,1943,CLE,A
490,stephve01,1943,STL,A
491,wakefdi01,1943,DET,A
492,yorkru01,1943,DET,A
493,adamsac01,1943,NY,N
494,coopemo01,1943,STL,N
495,coopewa01,1943,STL,N
496,dahlgba01,1943,PHI,N
497,dimagvi01,1943,PIT,N
498,fletcel01,1943,PIT,N
499,freylo01,1943,CIN,N
500,galanau01,1943,BRO,N
501,hackst01,1943,CHI,N
502,hermabi01,1943,BRO,N
503,javeral01,1943,BOS,N
504,kurowwh01,1943,STL,N
505,laniema01,1943,STL,N
506,lombaer01,1943,NY,N
507,marioma01,1943,STL,N
508,mccorfr01,1943,CIN,N
509,milleed03,1943,CIN,N
510,musiast01,1943,STL,N
511,nichobi01,1943,CHI,N
512,ottme01,1943,NY,N
513,owenmi01,1943,BRO,N
514,passecl01,1943,CHI,N
515,polleho01,1943,STL,N
516,sewelri01,1943,PIT,N
517,vandejo01,1943,CIN,N
518,walkedi02,1943,BRO,N
519,walkeha01,1943,STL,N
520,borowha01,1944,NY,A
521,boudrlo01,1944,CLE,A
522,casege01,1944,WAS,A
523,cullero01,1944,CLE,A
524,doerrbo01,1944,BOS,A
525,ferreri01,1944,WAS,A
526,foxpe01,1944,BOS,A
527,groveor01,1944,CHI,A
528,hayesfr01,1944,PHI,A
529,heathje01,1944,CLE,A
530,hemslro01,1944,NY,A
531,higgipi01,1944,DET,A
532,hockeor01,1944,CLE,A
533,hughste01,1944,BOS,A
534,johnsbo01,1944,BOS,A
535,keltnke01,1944,CLE,A
536,leonadu02,1944,WAS,A
537,mcquige02,1944,STL,A
538,muncrbo01,1944,STL,A
539,newhoha01,1944,DET,A
540,newsobo01,1944,PHI,A
541,pagejo01,1944,NY,A
542,spencst01,1944,WAS,A
543,stephve01,1944,STL,A
544,troutdi01,1944,DET,A
545,tucketh01,1944,CHI,A
546,yorkru01,1944,DET,A
547,andrena01,1944,BOS,N
548,cavarph01,1944,CHI,N
549,coopewa01,1944,STL,N
550,dimagvi01,1944,PIT,N
551,elliobo01,1944,PIT,N
552,galanau01,1944,BRO,N
553,javeral01,1944,BOS,N
554,johnsdo02,1944,CHI,N
555,kurowwh01,1944,STL,N
556,laniema01,1944,STL,N
557,marioma01,1944,STL,N
558,mccorfr01,1944,CIN,N
559,medwijo01,1944,NY,N
560,milleed03,1944,CIN,N
561,muellra01,1944,CIN,N
562,mungere01,1944,STL,N
563,musiast01,1944,STL,N
564,nichobi01,1944,CHI,N
565,ottme01,1944,NY,N
566,owenmi01,1944,BRO,N
567,raffeke01,1944,PHI,N
568,ryanco01,1944,BOS,N
569,sewelri01,1944,PIT,N
570,tobinji01,1944,BOS,N
571,voisebi01,1944,NY,N
572,walkedi02,1944,BRO,N
573,waltebu01,1944,CIN,N
574,zakfr01,1944,PIT,N
575,borowha01,1945,NY,A
576,boudrlo01,1945,CLE,A
577,casege01,1945,WAS,A
578,chrisru01,1945,PHI,A
579,cuccito01,1945,CHI,A
580,ettenni01,1945,NY,A
581,ferreri01,1945,WAS,A
582,ferrida01,1945,BOS,A
583,greenha01,1945,DET,A
584,grimeos01,1945,NY,A
585,gromest01,1945,CLE,A
586,hayesfr01,1945,CLE,A
587,johnsbo01,1945,BOS,A
588,krameja01,1945,STL,A
589,leeth01,1945,CHI,A
590,leonadu02,1945,WAS,A
591,mayoed01,1945,DET,A
592,mcquige02,1945,STL,A
593,moseswa01,1945,CHI,A
594,newhoha01,1945,DET,A
595,reynoal01,1945,CLE,A
596,stephve01,1945,STL,A
597,stirnsn01,1945,NY,A
598,treshmi01,1945,CHI,A
599,barrere01,1945,STL,N
600,cavarph01,1945,CHI,N
601,coopemo01,1945,BOS,N
602,elliobo01,1945,PIT,N
603,greggha01,1945,BRO,N
604,hackst01,1945,CHI,N
605,holmeto01,1945,BOS,N
606,johnsdo02,1945,CHI,N
607,kurowwh01,1945,STL,N
608,lombaer01,1945,NY,N
609,marioma01,1945,STL,N
610,masiph01,1945,BOS,N
611,mccorfr01,1945,CIN,N
612,mungova01,1945,NY,N
613,nichobi01,1945,CHI,N
614,o'deake01,1945,STL,N
615,ottme01,1945,NY,N
616,pafkoan01,1945,CHI,N
617,passecl01,1945,CHI,N
618,roepr01,1945,PIT,N
619,rosengo01,1945,BRO,N
620,sewelri01,1945,PIT,N
621,verbaem01,1945,STL,N
622,walkedi02,1945,BRO,N
623,wyseha01,1945,CHI,N
624,applilu01,1946,CHI,A
625,chandsp01,1946,NY,A
626,chapmsa01,1946,PHI,A
627,dickebi01,1946,NY,A
628,dimagdo01,1946,BOS,A
629,dimagjo01,1946,NY,A
630,doerrbo01,1946,BOS,A
631,fellebo01,1946,CLE,A
632,ferrida01,1946,BOS,A
633,gordojo01,1946,NY,A
634,harrimi01,1946,BOS,A
635,hayesfr01,1946,CLE,A
636,kellech01,1946,NY,A
637,keltnke01,1946,CLE,A
638,krameja01,1946,STL,A
639,newhoha01,1946,DET,A
640,peskyjo01,1946,BOS,A
641,rosarbu01,1946,PHI,A
642,spencst01,1946,WAS,A
643,stephve01,1946,STL,A
644,stirnsn01,1946,NY,A
645,vernomi01,1946,WAS,A
646,wagneha01,1946,BOS,A
647,willite01,1946,BOS,A
648,yorkru01,1946,BOS,A
649,blackew01,1946,CIN,N
650,cavarph01,1946,CHI,N
651,coopemo01,1946,BOS,N
652,coopewa01,1946,NY,N
653,ennisde01,1946,PHI,N
654,gustifr01,1946,PIT,N
655,higbeki01,1946,BRO,N
656,hoppjo01,1946,BOS,N
657,kurowwh01,1946,STL,N
658,lamanra01,1946,CIN,N
659,lowrepe01,1946,CHI,N
660,marioma01,1946,STL,N
661,masiph01,1946,BOS,N
662,mccorfr01,1946,PHI,N
663,milleed03,1946,CIN,N
664,mizejo01,1946,NY,N
665,musiast01,1946,STL,N
666,passecl01,1946,CHI,N
667,polleho01,1946,STL,N
668,reesepe01,1946,BRO,N
669,reisepe01,1946,BRO,N
670,schmijo01,1946,CHI,N
671,schoere01,1946,STL,N
672,sewelri01,1946,PIT,N
673,slaugen01,1946,STL,N
674,verbaem01,1946,PHI,N
675,walkedi02,1946,BRO,N
676,applilu01,1947,CHI,A
677,boudrlo01,1947,CLE,A
678,chandsp01,1947,NY,A
679,dimagjo01,1947,NY,A
680,doerrbo01,1947,BOS,A
681,fellebo01,1947,CLE,A
682,gordojo01,1947,CLE,A
683,heganji01,1947,CLE,A
684,henrito01,1947,NY,A
685,johnsbi03,1947,NY,A
686,kellech01,1947,NY,A
687,kellge01,1947,DET,A
688,krameja01,1947,STL,A
689,lewisbu01,1947,WAS,A
690,mastewa02,1947,WAS,A
691,mcquige02,1947,NY,A
692,mullipa01,1947,DET,A
693,newhoha01,1947,DET,A
694,pagejo01,1947,NY,A
695,robinaa01,1947,NY,A
696,rosarbu01,1947,PHI,A
697,sheasp01,1947,NY,A
698,spencst01,1947,WAS,A
699,troutdi01,1947,DET,A
700,willite01,1947,BOS,A
701,yorkru01,1947,CHI,A
702,blackew01,1947,CIN,N
703,brancra01,1947,BRO,N
704,brechha01,1947,STL,N
705,cavarph01,1947,CHI,N
706,coopewa01,1947,NY,N
707,edwarbr01,1947,BRO,N
708,elliobo01,1947,BOS,N
709,gustifr01,1947,PIT,N
710,haasbe01,1947,CIN,N
711,kurowwh01,1947,STL,N
712,marioma01,1947,STL,N
713,marshwi01,1947,NY,N
714,masiph01,1947,BOS,N
715,milleed03,1947,CIN,N
716,mizejo01,1947,NY,N
717,mungere01,1947,STL,N
718,musiast01,1947,STL,N
719,pafkoan01,1947,CHI,N
720,reesepe01,1947,BRO,N
721,rowesc01,1947,PHI,N
722,sainjo01,1947,BOS,N
723,slaugen01,1947,STL,N
724,spahnwa01,1947,BOS,N
725,stanked01,1947,BRO,N
726,verbaem01,1947,PHI,N
727,walkedi02,1947,BRO,N
728,walkeha01,1947,PHI,N
729,berrayo01,1948,NY,A
730,boudrlo01,1948,CLE,A
731,colemjo04,1948,PHI,A
732,dimagjo01,1948,NY,A
733,dobsojo01,1948,BOS,A
734,doerrbo01,1948,BOS,A
735,eversho01,1948,DET,A
736,fellebo01,1948,CLE,A
737,gordojo01,1948,CLE,A
738,haynejo01,1948,CHI,A
739,henrito01,1948,NY,A
740,kellge01,1948,DET,A
741,keltnke01,1948,CLE,A
742,lemonbo01,1948,CLE,A
743,mastewa02,1948,WAS,A
744,mcquige02,1948,NY,A
745,mullipa01,1948,DET,A
746,newhoha01,1948,DET,A
747,pagejo01,1948,NY,A
748,raschvi01,1948,NY,A
749,rosarbu01,1948,PHI,A
750,stephve01,1948,BOS,A
751,tebbebi01,1948,BOS,A
752,vernomi01,1948,WAS,A
753,willite01,1948,BOS,A
754,zarilal01,1948,STL,A
755,ashburi01,1948,PHI,N
756,blackew01,1948,CIN,N
757,brancra01,1948,BRO,N
758,brechha01,1948,STL,N
759,coopewa01,1948,NY,N
760,elliobo01,1948,BOS,N
761,gordosi01,1948,NY,N
762,gustifr01,1948,PIT,N
763,holmeto01,1948,BOS,N
764,kerrbu01,1948,NY,N
765,kinerra01,1948,PIT,N
766,marioma01,1948,STL,N
767,masiph01,1948,BOS,N
768,mcculcl01,1948,CHI,N
769,mizejo01,1948,NY,N
770,musiast01,1948,STL,N
771,pafkoan01,1948,CHI,N
772,reesepe01,1948,BRO,N
773,riddlel01,1948,PIT,N
774,rignebi01,1948,NY,N
775,sainjo01,1948,BOS,N
776,schmijo01,1948,CHI,N
777,schoere01,1948,STL,N
778,slaugen01,1948,STL,N
779,stanked01,1948,BOS,N
780,thomsbo01,1948,NY,N
781,waitked01,1948,CHI,N
782,berrayo01,1949,NY,A
783,brisslo01,1949,PHI,A
784,dillibo01,1949,STL,A
785,dimagdo01,1949,BOS,A
786,dimagjo01,1949,NY,A
787,dobyla01,1949,CLE,A
788,goodmbi01,1949,BOS,A
789,gordojo01,1949,CLE,A
790,heganji01,1949,CLE,A
791,henrito01,1949,NY,A
792,joosted01,1949,PHI,A
793,kellge01,1949,DET,A
794,kellnal01,1949,PHI,A
795,lemonbo01,1949,CLE,A
796,michaca01,1949,CHI,A
797,mitchda01,1949,CLE,A
798,parneme01,1949,BOS,A
799,raschvi01,1949,NY,A
800,reynoal01,1949,NY,A
801,robined01,1949,WAS,A
802,stephve01,1949,BOS,A
803,tebbebi01,1949,BOS,A
804,truckvi01,1949,DET,A
805,wertzvi01,1949,DET,A
806,willite01,1949,BOS,A
807,bickfve01,1949,BOS,N
808,blackew01,1949,CIN,N
809,brancra01,1949,BRO,N
810,camparo01,1949,BRO,N
811,coopewa01,1949,CIN,N
812,gordosi01,1949,NY,N
813,hodgegi01,1949,BRO,N
814,kazaked01,1949,STL,N
815,kinerra01,1949,PIT,N
816,marioma01,1949,STL,N
817,marshwi01,1949,NY,N
818,mizejo01,1949,NY,N
819,mungere01,1949,STL,N
820,musiast01,1949,STL,N
821,newcodo01,1949,BRO,N
822,pafkoan01,1949,CHI,N
823,polleho01,1949,STL,N
824,reesepe01,1949,BRO,N
825,robinja02,1949,BRO,N
826,roepr01,1949,BRO,N
827,schoere01,1949,STL,N
828,seminan01,1949,PHI,N
829,slaugen01,1949,STL,N
830,spahnwa01,1949,BOS,N
831,thomsbo01,1949,NY,N
832,waitked01,1949,PHI,N
833,berrayo01,1950,NY,A
834,byrneto01,1950,NY,A
835,colemje01,1950,NY,A
836,dimagdo01,1950,BOS,A
837,dimagjo01,1950,NY,A
838,dobyla01,1950,CLE,A
839,doerrbo01,1950,BOS,A
840,dropowa01,1950,BOS,A
841,eversho01,1950,DET,A
842,fainfe01,1950,PHI,A
843,fellebo01,1950,CLE,A
844,grayte01,1950,DET,A
845,heganji01,1950,CLE,A
846,henrito01,1950,NY,A
847,houttar01,1950,DET,A
